ASIN,REVIEWER_ID,REVIEWER_NAME,HELPFUL,REVIEW_TEXT,OVERALL,REVIEW_SUMMARY,UNIX_TIME,REVIEW_TIME
857,gdfjanhr,Sanford Brakus MD,"['49','2]",ab ea error,1,multi-tasking Beauty Unbranded Zambian Kwacha,1233743072,"93 85, 6393"
858,en0skar0,Lauryn Kohler,"['19','4]",similique,5,Guarani Books 6th generation Cove,273666497,"30 96, 6181"
859,aocey8ll,Rosalyn Nikolaus,"['43','7]","Quas ut odio atque.
Cum eum et perferendis.",1,channels invoice lime sticky,145678337,"71 82, 8916"
860,xjscgcm4,Alfreda Runte,"['29','4]",Qui fuga pariatur ratione quod architecto cumque.,0,partnerships maximized THX JBOD,824665685,"98 58, 0663"
861,9a4hvdrf,Cristian Osinski,"['36','7]",Explicabo laudantium quasi numquam distinctio deserunt recusandae minus voluptas tempore. Ut sit eveniet temporibus maxime laborum. Perspiciatis ullam aut repudiandae maxime quisquam est.,1,vertical olive Tala metrics,786192968,"10 90, 5493"
862,t2f06xax,Lea Bogisich,"['71','0]",iste,4,value-added matrix Practical Plastic Chicken leverage,200078156,"96 58, 9840"
863,gdxz2fax,Rasheed Wisoky,"['14','5]",Nam fuga adipisci dignissimos voluptatem repellendus nostrum et.,0,online connecting cultivate innovative,1316360350,"28 07, 7576"
864,040nw3jb,Lucas Braun,"['30','7]",Eos temporibus est. Est laboriosam dignissimos voluptatem et cum deserunt deserunt. Rerum iusto quam velit. Autem eaque quis tenetur impedit nobis unde adipisci voluptas. Ut suscipit deleniti eos.,3,synergize index compress infomediaries,1259675968,"65 80, 7542"
865,mno4rf09,Marcus Senger,"['9','4]",nihil,0,withdrawal 1080p Avon didactic,595276339,"85 89, 6738"
866,srggijj2,Danny Bradtke,"['37','7]",Aut aut aut et aut. Omnis sit odit. Consequatur veritatis repudiandae. Repellendus rerum quia expedita et. Quos necessitatibus doloremque vel. Iusto aliquam facilis dignissimos non praesentium.,0,Tennessee Coordinator white withdrawal,1520007660,"71 13, 8160"
867,a78vo3ev,Miss Cloyd Frami,"['9','2]",Placeat aspernatur voluptatem libero consectetur. Unde autem doloribus velit autem eum aliquid in. Est earum quia ut. Commodi quo nulla exercitationem. Dicta fuga eum in nesciunt.,3,Division Berkshire hard drive invoice,1275089625,"10 22, 8208"
868,xzqf6hy1,Jamarcus Streich,"['45','3]",labore,4,Credit Card Account infrastructures Generic New Jersey,1102843699,"35 47, 4759"
869,ag16zw4q,Moshe Farrell,"['63','8]",Et odit ratione.,0,invoice Brooks Shoes Grocery,544239731,"09 47, 6886"
870,tj98kd06,Dr. Asa Shanahan,"['12','6]","Quia temporibus et optio.
Tempore illo quod dicta et sint aut placeat.
Molestias et nisi excepturi amet nobis laudantium.
Non id repellendus sint alias similique.
Delectus accusantium iste excepturi alias ratione qui asperiores.",1,Frozen primary unleash Reduced,933718169,"86 54, 9265"
871,j3oetjby,Vincent Schamberger,"['70','7]",distinctio eveniet numquam,1,orange plum Agent Borders,158323592,"56 74, 5698"
872,2br55fsp,Donald Monahan,"['34','3]",Accusamus et animi. Cupiditate molestias aliquid eius fugiat in. Eaque veritatis natus.,3,quantifying Cambridgeshire cutting-edge port,1525802482,"17 21, 3759"
873,jba1z7gr,Jaden Rolfson,"['97','8]",Et fugit et odit.,3,green Infrastructure Customer-focused Switzerland,918776392,"90 68, 8975"
874,fx6rivpg,Shanie Little,"['64','3]",Pariatur atque vel inventore quos numquam vitae earum earum.,0,Customer-focused Rubber Face to face Auto Loan Account,435970719,"14 95, 7607"
875,lbd15t4e,Aliza Predovic,"['53','4]",Ut ea modi quam et neque aliquid neque optio.,2,Buckinghamshire Rustic Metrics Liaison,686548172,"80 30, 0649"
876,u3mx9gs1,Uriel Weissnat,"['0','1]",Recusandae dolorum vel repellendus possimus vel aut omnis velit. Fuga sapiente id tenetur sunt. Officiis aperiam nemo veniam facilis dolorem voluptas aspernatur est. Eveniet sint et. Quo quia nisi voluptas animi magnam. Distinctio et minima non.,0,Rubber relationships IB Frozen,1193891573,"94 47, 8303"
877,iwzm1e2s,Jacey Fay,"['63','5]",Voluptatibus ad optio qui non eum hic qui itaque. Excepturi est nobis voluptatem ut consequuntur distinctio. Impedit fugit quisquam nisi. Aliquid possimus incidunt vel debitis dolorum.,2,Malagasy Ariary Practical backing up empower,715706075,"91 55, 6905"
878,86iou77m,Evalyn King,"['85','5]","Officia sit eius dolor aut.
Repudiandae voluptatibus qui eveniet error maxime saepe.
Accusamus occaecati mollitia alias debitis nulla cumque quod.
Unde et aut velit exercitationem.
Quaerat illum hic omnis et aut cupiditate nisi fugiat.",0,e-commerce Small Concrete Shoes Customer cross-platform,943038340,"85 28, 8941"
879,sklzq1pq,Dereck Kub,"['27','0]",Dolorem laborum est inventore id magni porro ex.,5,Michigan optical Bridge upward-trending,310614875,"80 71, 1843"
880,4m2mzndo,Evan Walsh,"['16','10]",Aut voluptas tenetur distinctio nihil ut autem.,4,Connecticut function static Innovative,788350695,"23 74, 3575"
881,shen1yck,Kaleigh Lubowitz,"['10','10]",Mollitia quae error nostrum aliquam velit aut modi eos. Earum et et et qui nulla delectus maxime provident expedita. Quis porro ea voluptate. Et numquam ut.,1,solid state Wooden transmitter Cotton,802035022,"11 65, 5473"
882,xi5ekb6c,Murray McGlynn,"['27','3]",Illum eos optio eveniet. Assumenda cum velit nulla maiores vitae dolorem omnis a et. Officiis accusamus autem impedit tempora quo eligendi. Ad omnis aut accusantium optio sit id ut excepturi nobis. Saepe repellendus praesentium dolores adipisci vel.,3,Lane Iraq protocol Assurance,525038301,"62 05, 5712"
883,6klnsgti,Aliya Stoltenberg,"['81','7]",Quam velit quaerat. Nemo quisquam fugit. Cumque voluptatem qui quos nostrum corrupti vel. Provident minus sed et est eligendi qui. Voluptatem quos et iste eos velit eius suscipit ut.,2,back-end Borders Chief Rue,622503839,"89 55, 9306"
884,ocyrsxl2,Libby Satterfield,"['47','8]","Consequatur commodi omnis unde quas doloribus illo dicta et.
Repellendus voluptatum magnam rerum atque et incidunt minus perspiciatis ipsam.",2,Generic Cotton Bacon Myanmar paradigms SMS,116444568,"35 60, 0403"
885,slnm2nkn,Gloria Beahan,"['27','6]",magni,4,Belarus Ergonomic Wooden withdrawal,807968099,"76 90, 0160"
886,xg76rucm,Ora Crist MD,"['36','0]","Est dolor blanditiis ut. In aut voluptas laboriosam suscipit nisi officiis non. Maxime nihil corporis ullam quidem. Earum ipsam earum. Odit dignissimos vel porro accusamus dolor reprehenderit tempore qui.
 Nemo harum quisquam repellat quasi illum et veritatis est. Doloremque iste modi. Quia dolor autem illo iusto rerum deserunt aut consequatur fuga. Minus mollitia at ut enim enim ut possimus. Vero in perspiciatis qui repellendus expedita voluptatem.
 Quis perspiciatis nobis possimus ducimus. Quidem qui atque voluptas sed facilis dolorem vitae doloremque veniam. Aut ducimus id quas suscipit quisquam neque consequuntur. Autem suscipit deserunt a sed asperiores. Modi vitae temporibus consequuntur eum est.",0,Toys portals Fish Cambridgeshire,479358800,"06 93, 1491"
887,u11cajcf,Monroe O'Keefe V,"['9','9]","Aut natus minima. Ut corrupti architecto beatae et eligendi est praesentium. Ratione suscipit est quia provident minus cumque corrupti nihil. Suscipit impedit qui officia asperiores sunt amet voluptatem et. Maxime exercitationem saepe et quas est laudantium dignissimos quas.
 Nihil officia illum quis eos neque ut. Aut et illum quia molestiae voluptas. Iste accusamus suscipit et consequatur ut consequatur asperiores. In fugiat quo id.
 Sunt occaecati et ipsum accusamus et. Quos sed mollitia qui fugiat molestiae adipisci quibusdam mollitia. Placeat aspernatur et sunt.",3,Forward Nevada payment integrated,1499159031,"80 72, 1397"
888,d7vgfsu7,Estel Kilback,"['57','9]",Placeat doloribus culpa maiores officia maiores sunt sunt et veniam.,5,gold Fresh programming Djibouti,736854898,"07 91, 8568"
889,vt3xm7h7,Kaya Mueller,"['68','7]","Fuga quia illum iste eius dolores dolore eius id nemo.
Repellat nam eum voluptates.
Velit animi enim eveniet sit doloribus aut perferendis.",2,core reinvent Liaison visualize,1259866666,"21 55, 2821"
890,lofn6fgj,Marcelina Thompson,"['39','0]",placeat,0,circuit Unbranded Music back-end,891747032,"84 71, 2757"
891,xq28uesc,Daphne Schuster IV,"['42','6]",vero,0,Dominican Republic methodology Belize Dollar orchestrate,1100680485,"13 11, 4998"
892,p9ehu65r,Jazmyn Lindgren,"['18','1]",Nam a sint nostrum vitae ad voluptatem porro sed.,1,Games Gorgeous Palestinian Territory Shoes,241456494,"15 96, 7557"
893,vuksy35r,Alfredo Smitham,"['88','1]",voluptatem,1,Avon Intelligent Wooden Tuna leverage Borders,867864280,"94 81, 7541"
894,p1k1zjhf,Drake Rolfson,"['95','0]",est,4,Texas matrix Shoes Chief,1355876645,"04 73, 8302"
895,p28pnjid,Delpha Jacobs DDS,"['99','6]",Molestiae architecto repellat quibusdam nisi possimus omnis adipisci totam aspernatur.,2,Chips Gourde US Dollar invoice Meadows,271048685,"47 93, 9575"
896,une38vyl,Esteban Wuckert,"['52','5]",esse,0,Home Loan Account JBOD Intelligent Wooden Keyboard AI,1384112447,"17 02, 4054"
897,gqz3xik3,Liliana O'Hara,"['45','2]",voluptas,2,Oregon Point Borders Camp,809889981,"92 96, 1304"
898,5mz24mfv,Rhoda Kautzer,"['10','0]",quo ratione consequatur,2,reboot Integrated service-desk RSS,807876272,"11 89, 4507"
899,7d3fyc6g,Elbert Ruecker,"['72','7]",Quia ratione dolore est. Sapiente est explicabo rem tempore earum. Impedit sed molestiae possimus.,0,full-range Armenian Dram azure Venezuela,1389969090,"66 65, 9683"
900,r5mqs9uk,Miss Marlon Medhurst,"['58','1]",Corporis voluptas soluta error nobis accusantium. Rerum qui natus laborum dolore quibusdam voluptatibus. Placeat illum qui. Voluptatem vel qui iusto laudantium expedita pariatur alias et illo.,0,compress redundant Nakfa Administrator,262646184,"51 43, 5105"
901,g5hf0out,Bailee Upton,"['82','1]",Asperiores harum eaque neque enim eligendi in mollitia dolor.,0,cross-platform Clothing Slovakia (Slovak Republic) Guernsey,167481611,"02 53, 2583"
902,1a9ifau7,Toby Marquardt,"['96','9]",fugit,3,Investment Account Identity Extension Kip,24758111,"10 88, 3707"
903,wp9ksvmg,Mrs. Rowan Schuster,"['6','4]",Consectetur doloribus voluptates hic rem. Tenetur ducimus praesentium vitae nesciunt sit autem vel nesciunt odio. Hic sit vero odio cumque aperiam aut illum.,1,modular cross-platform transition sexy,1408889004,"88 73, 9085"
904,j9jexbyj,Titus Boyle,"['42','8]","Rerum et ipsa sunt corrupti est provident porro.
Quia excepturi quod non.",3,exuding infomediaries reciprocal microchip,1358372198,"83 25, 4627"
905,xw6y5cbm,Julianne Dickinson,"['20','3]",At ducimus eos pariatur sed et maiores voluptate sit quo. Dolor itaque expedita magnam cum qui quis et omnis. Architecto accusantium magnam harum fuga quia cupiditate possimus commodi.,4,Personal Loan Account Personal Loan Account Accounts Shirt,859557743,"21 89, 0478"
906,vg3adhoy,Sasha Schmeler,"['36','2]",Unde iusto quod aut culpa tempore laborum ipsa aut quia. Qui molestiae corporis veritatis voluptatum aut fuga rem. Repellendus quas et. Nostrum aliquid nulla.,3,withdrawal Awesome Berkshire Managed,1110228223,"93 41, 6645"
907,mckc5e1f,Kirstin Greenholt,"['41','7]",similique vitae omnis,3,Fresh Direct Egyptian Pound transmit,1093977395,"18 73, 8681"
908,7gax73hj,Cordia Hansen,"['48','10]",Dolor nemo voluptas.,0,bypass New Mexico Bedfordshire Bedfordshire,663049897,"48 00, 7284"
909,2ez6zlag,Garland Runte,"['83','8]","Commodi sit sunt officiis et. Ipsam debitis eius incidunt maxime asperiores rerum voluptatum. Deserunt eius tempore voluptate enim.
 Suscipit sit fugiat libero et rem eaque qui aut. Sint consequatur consectetur et. Ex aut dolores numquam laborum sit sunt.
 Ullam eos assumenda maxime sed ut asperiores. Aliquid consequatur ipsa quo maiores et aperiam labore atque aut. Velit consequatur velit dolorum. Odio impedit quam voluptas dolores facere. Ea qui labore placeat consequatur consequatur quia. Culpa dolores illum saepe natus sint quia molestias sunt.",0,Mouse Industrial Sleek Frozen Car Sports,304262118,"84 89, 6086"
910,o4ly6c46,Cheyenne Cummerata,"['21','8]",Doloribus error ut hic mollitia quia officia voluptatum illum.,1,help-desk black communities Virtual,1491242446,"74 66, 0534"
911,hykdymct,Brandyn Smith,"['30','3]",Nihil consequatur nam maxime molestiae.,5,Gorgeous Rubber Chicken Usability Designer Associate,1074991603,"01 81, 9858"
912,xtsmcka0,Brennon Kerluke,"['92','9]",Eius voluptatem labore tempora quaerat qui. Ipsum quibusdam ut fugit dolores ratione et a officiis. Delectus natus nihil. Aut ut eos nam voluptate sed rerum quaerat sequi. Atque quisquam iste qui voluptatem voluptatum.,0,backing up scalable parsing Director,829417723,"21 72, 4055"
913,lubqt9vd,Harvey Williamson,"['64','1]",porro,5,Intelligent Ameliorated Vision-oriented Customer,329628713,"06 14, 1533"
914,58c3b6eu,Mrs. Jadyn Ledner,"['81','4]","Sit deserunt et distinctio.
Ducimus in quo modi et voluptates ut aut.",0,Intelligent Soft Bike deposit Maryland Small,1232542734,"21 48, 6294"
915,nafou289,Jo Quigley,"['98','1]","Repellendus ut doloremque beatae sint sint dolore. Sunt et iste. Veniam tempora distinctio ut perspiciatis quam dolor non ipsam et.
 Quis expedita non ab itaque id recusandae et. Dolor incidunt ut dolor dolorum. Maiores in tempora est.
 Eligendi esse et qui ut cum. In at facilis. Quaerat quis hic et. Molestiae perspiciatis aperiam. Vel laboriosam et qui vero earum libero voluptatem. Vel et doloribus saepe sit sapiente consequatur ipsam nihil qui.",1,Licensed solid state partnerships teal,655028624,"51 66, 0495"
916,71b1kmuc,Sally Weissnat,"['15','6]",Qui expedita cupiditate maxime.,1,Bouvet Island (Bouvetoya) CSS panel Expressway,1495520262,"19 04, 9351"
917,iw92rjmx,Mr. Lukas Hackett,"['99','8]",Repellat error aut dolorum sed delectus at et.,5,payment bandwidth Incredible Tuna,1165452957,"99 32, 4949"
918,2t0fi2ie,Kane Hilll,"['93','7]",Ullam necessitatibus dolore et ducimus. Sunt sed et molestiae. Temporibus minima quia ut quae quasi totam molestiae odio. Rerum voluptatem porro voluptatem. Aut totam provident laborum asperiores nam voluptatibus. Voluptatem pariatur quidem voluptatem officiis voluptatem optio deserunt quo.,0,Bedfordshire Metal 24 hour Director,933159465,"73 66, 8988"
919,cj1ebs4g,Christine Paucek,"['65','4]",Tempore beatae temporibus labore eos veritatis aut dolores officia. Iste ab eum sed fugit et ratione quod et temporibus. Impedit exercitationem assumenda at culpa libero modi sit tempora. Voluptate repudiandae error exercitationem id molestiae dolorem ea dolorem.,2,Gorgeous Steel Berkshire invoice,1289130008,"54 33, 8107"
920,zfpvg35e,Annalise Lemke,"['59','8]",fugit deserunt quo,3,Accountability well-modulated Turkmenistan Shoes,49912866,"95 62, 5308"
921,wr1ya1qn,Guido Hamill,"['91','3]",Quia odio deleniti. Dolore sit et. Non ea at facere. Omnis voluptas inventore necessitatibus eos eius consequatur.,5,navigating backing up Saint Pierre and Miquelon Hungary,906917118,"88 42, 2292"
922,7xar3acg,Macey Pfeffer,"['21','4]",Distinctio fugit aut maiores non.,3,Product compressing cross-media Savings Account,460828037,"90 97, 3756"
923,trbj0cnb,Ofelia O'Reilly,"['92','7]","Nisi cumque repellendus eos cum laboriosam atque nulla. In enim nostrum non omnis accusamus sit fugiat fuga. Et autem consequatur rerum dignissimos quis dolor itaque beatae. Necessitatibus est sit aut veritatis quidem debitis.
 Quia error necessitatibus ex vel. Iure corrupti enim. Doloremque suscipit quasi reiciendis. Repellat dicta beatae tenetur aut sunt. Sit praesentium sit.
 Rerum velit a similique blanditiis id sunt. Molestiae est quod quis repellendus ratione sint hic. Doloribus fugit et.",2,Administrator Savings Account Beauty blue,484438164,"04 41, 4722"
924,qynwaexq,Lenore Lebsack IV,"['3','2]",quia,3,Fantastic payment Bike vortals,438315947,"94 79, 3967"
925,vxw0t50c,Anibal Lebsack,"['17','0]",Nihil nostrum accusamus itaque inventore vel quae aperiam. Nostrum quisquam qui rerum. Ut laboriosam praesentium commodi voluptate. Animi exercitationem quas ratione accusamus.,0,Analyst Liaison Handmade Cotton Chips transparent,970050307,"40 09, 6105"
926,38zuzv86,Maya Koelpin,"['35','9]",Voluptatem quisquam dolorum.,2,Investor auxiliary systems 4th generation,1285831939,"52 48, 4267"
927,459k1qlq,Hermann Smitham,"['67','2]","Voluptatem rerum eos id. Sint est qui et voluptatem architecto. Id corrupti impedit cupiditate qui ut quas aut.
 Sit dolorem et laborum aliquid quidem officia asperiores. Labore minima magni vitae vero hic quia distinctio iure esse. Nostrum quis quibusdam libero velit amet sint similique amet. Fugiat amet ab qui quod doloribus eius. Vel illum qui placeat eum aliquid culpa totam. Odit architecto expedita sed rem ut harum aut accusantium voluptatem.
 Corporis hic accusantium quis cupiditate commodi quod. Ducimus hic corrupti dolore eum minus. Voluptatibus aliquid porro. Sed nulla ex aliquam vel similique cumque ut ex.",2,wireless plum Buckinghamshire Avon,952563714,"21 67, 0977"
928,83ratpff,Elias Kling,"['60','0]",Corrupti quisquam velit adipisci. Non excepturi et cumque atque aliquid omnis voluptas et ut. Voluptas harum in qui qui ad sunt voluptatum.,3,JSON Communications pixel cross-platform,526164230,"12 91, 2441"
